voter_id,state,bill_type,number,roll,value,result,chamber,sess,yr,category,type_vote
K000397,CA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
K000392,TN,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
L000585,IL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
L000564,CO,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
L000566,OH,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
L000266,KS,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
L000589,AZ,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
L000576,MO,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
L000583,GA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
L000491,OK,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
L000569,MO,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M000194,SC,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M000317,NY,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M000871,KS,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001184,KY,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001199,FL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001165,CA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001157,TX,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001136,MI,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001177,CA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001180,WV,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001204,PA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001211,IL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001205,WV,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001215,IA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001194,MI,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001195,WV,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001212,AL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001213,UT,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001190,OK,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
M001210,NC,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
N000026,TX,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
N000190,SC,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
O000019,CA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
O000086,UT,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
P000601,MS,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
P000609,AL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
P000615,IN,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
P000605,PA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
P000048,TX,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
P000599,FL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
R000610,PA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
R000597,SC,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
R000575,AL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
R000395,KY,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
R000612,TN,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
R000103,MT,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
R000603,NC,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
R000614,TX,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
R000609,FL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001176,LA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001183,AZ,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001189,GA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S000250,TX,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001195,MO,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001172,NE,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S000929,IN,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001212,MN,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001135,CA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001213,WI,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001214,FL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001192,UT,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
S001187,OH,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
T000479,TX,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
T000165,WI,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
T000480,SC,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
T000463,OH,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
V000134,TX,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000812,MO,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000798,MI,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000813,IN,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000823,FL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000814,TX,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000806,FL,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000815,OH,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000821,AR,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000816,TX,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000804,VA,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
W000809,AR,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
Z000017,NY,h,1603,93,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B000755,TX,h,1603,93,Not Voting,Passed,house,117,2021,passage,On Passage of the Bill
F000449,NE,h,1603,93,Not Voting,Passed,house,117,2021,passage,On Passage of the Bill
G000578,FL,h,1603,93,Not Voting,Passed,house,117,2021,passage,On Passage of the Bill
G000552,TX,h,1603,93,Not Voting,Passed,house,117,2021,passage,On Passage of the Bill
K000378,IL,h,1603,93,Not Voting,Passed,house,117,2021,passage,On Passage of the Bill
M001156,NC,h,1603,93,Not Voting,Passed,house,117,2021,passage,On Passage of the Bill
W000795,SC,h,1603,93,Not Voting,Passed,house,117,2021,passage,On Passage of the Bill
Y000033,AK,h,1603,93,Not Voting,Passed,house,117,2021,passage,On Passage of the Bill
A000370,NC,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
A000371,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
A000376,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
A000148,MA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
A000378,IA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001300,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001281,OH,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001287,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001292,VA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B000490,GA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001303,DE,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001278,OR,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001312,GA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001223,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001296,PA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001304,MD,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001285,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001286,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
B001251,NC,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001112,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001097,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001072,IN,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001125,LA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001090,PA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001055,HI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001117,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001066,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001091,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001080,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001084,RI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001101,MA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001067,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001061,MO,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C000537,SC,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001068,TN,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001078,VA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C000754,TN,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001110,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001059,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001069,CT,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001119,MN,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001111,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001121,CO,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
C001063,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000629,KS,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000096,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000631,PA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000191,OR,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000197,CO,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000216,CT,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000617,WA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000630,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000627,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000623,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000610,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000624,MI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000399,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
D000482,PA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
E000299,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
E000215,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
E000297,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
E000296,PA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
F000468,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
F000454,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
F000462,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000574,AZ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000559,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000586,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000587,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000592,ME,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000585,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000581,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000583,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000553,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
G000551,AZ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
H001090,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
H001081,CT,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
H001038,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
H001047,CT,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
H001066,NV,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
H001085,PA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
H000874,MD,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
H001068,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
J000032,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
J000305,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
J000298,WA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
J000294,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
J000288,GA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
J000126,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
J000306,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000396,HI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000009,OH,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000375,MA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000385,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000389,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000380,MI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000381,WA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000394,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000188,WI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000368,AZ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000391,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
K000382,NH,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000588,PA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000559,RI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000560,WA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000557,CT,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000581,MI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000586,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000551,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000590,NV,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000273,NM,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000593,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000592,MI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000582,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000397,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000579,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
L000562,MA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001203,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M000087,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001185,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001135,NC,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001163,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001208,GA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001143,MN,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001200,VA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M000312,MA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001166,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001137,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001188,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M000687,MD,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001160,WI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001206,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001196,MA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001214,IN,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
M001202,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
N000002,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
N000179,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
N000015,MA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
N000191,CO,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
N000192,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
N000188,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
O000171,AZ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
O000172,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
O000173,MN,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000034,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000613,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000614,NH,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000096,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000604,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000593,CO,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000608,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000616,MN,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000597,ME,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000607,WI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000618,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000617,MA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
P000523,NC,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
Q000023,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
R000606,MD,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
R000602,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
R000305,NC,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
R000486,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
R000599,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
R000576,MD,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
R000515,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
R000577,OH,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001156,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001168,MD,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001205,PA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001145,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001150,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001190,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001180,OR,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001216,WA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S000185,VA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001157,GA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001185,AL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S000344,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001207,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001165,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001208,MI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S000510,WA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001200,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001209,VA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001175,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001218,NM,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001211,AZ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001215,MI,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001159,WA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001201,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
S001193,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
T000472,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
T000460,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
T000193,MS,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
T000468,NV,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
T000469,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
T000474,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
T000486,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
T000482,MA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
T000483,MD,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
U000040,IL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
V000130,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
V000131,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
V000132,TX,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
V000081,NY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
W000797,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
W000187,CA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
W000822,NJ,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
W000800,VT,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
W000825,VA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
W000826,PA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
W000788,GA,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
W000808,FL,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
Y000062,KY,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
Y000033,AK,h,4346,239,Yea,Passed,house,117,2021,passage,On Passage of the Bill
A000055,AL,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
A000372,GA,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
A000369,NV,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
A000377,ND,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
A000375,TX,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001291,TX,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001298,NE,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001307,IN,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001306,OH,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001299,IN,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001282,KY,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B000668,OR,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001301,MI,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B000740,OK,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001302,AZ,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001257,FL,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001311,NC,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B000825,CO,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001295,IL,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B000755,TX,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001274,AL,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001260,FL,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001297,CO,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001275,IN,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001305,NC,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001309,TN,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001248,TX,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
B001224,MO,h,4346,239,Nay,Passed,house,117,2021,passage,On Passage of the Bill
